srno,Tweets,id,len,date,time,source,likes,retweets,location
373,@priyankasathe24 @CPMumbaiPolice @MumbaiPolice We have intimated your concern to Dadar traffic branch for necessary action.,1.58E+18,123,05-10-2022,04:29:57,Twitter Web App,0,0,necessary
374,@priyankasathe24 @MumbaiPolice @CPMumbaiPolice We have intimated your concern to Dadar traffic branch for necessary action.,1.58E+18,123,05-10-2022,04:27:44,Twitter Web App,0,0,necessary
375,@akshaygup1 We are sharing your concern with Dadar Traffic Division for necessary stringent action.,1.58E+18,99,05-10-2022,04:16:45,Twitter Web App,0,0,dadar
376,@ashnevgi Borivali Traffic Division has been informed for prompt action.,1.58E+18,72,05-10-2022,02:23:40,Twitter Web App,0,0,borivali
377,@SachinBHILARE6 We have escalated your request with Goregaon Traffic Division for necessary action.,1.58E+18,99,05-10-2022,00:43:24,Twitter Web App,2,0,goregaon
378,@SachinBHILARE6 We request you to provide exact location details for further action.,1.58E+18,84,04-10-2022,23:40:15,Twitter Web App,0,0,further
379,@murtuzaghadyali We request you to file a grievance on the #Mumtrafficapp for a swift resolution.,1.58E+18,97,04-10-2022,23:37:37,Twitter Web App,0,0,swift
380,@TahaRaj15 The Oshiwara traffic division has been alerted about necessary actions.,1.58E+18,82,04-10-2022,22:02:06,Twitter Web App,0,0,necessary
381,@SagarKantharia The Santacruz traffic division has been alerted about necessary actions.,1.58E+18,88,04-10-2022,21:27:39,Twitter Web App,2,0,necessary
382,@riteshjaincji We have escalated your request with Matunga Traffic Division for necessary action.,1.58E+18,97,04-10-2022,20:36:32,Twitter Web App,0,0,matunga
383,@KanwaljitNagpal Action taken on above mentioned vehicle  u/s Sec 184 of M.V. Act.,1.58E+18,82,04-10-2022,19:33:21,Twitter Web App,5,1,m.v.
384,@Crusader9009 The Santacruz traffic division has been alerted about necessary actions.,1.58E+18,86,04-10-2022,19:24:23,Twitter Web App,0,0,necessary
385,@SagarKa64650818 We request you to provide exact location details for further action.,1.58E+18,85,04-10-2022,19:23:17,Twitter Web App,0,0,further
386,@NasirSh86042113 The Goregaon traffic division has been alerted about necessary actions.,1.58E+18,88,04-10-2022,19:21:02,Twitter Web App,0,0,necessary
387,@xpertnitesh The Borivali traffic division has been alerted about necessary actions.,1.58E+18,84,04-10-2022,19:18:46,Twitter Web App,0,0,necessary
388,"@RamnathkarK Action taken on above mentioned vehicle u/s Sec
129/194(D)  of M.V. Act.",1.58E+18,85,04-10-2022,19:17:05,Twitter Web App,1,0,m.v.
389,@mufc_mitron The Chunnabhatti traffic division has been alerted about necessary actions.,1.58E+18,88,04-10-2022,19:15:51,Twitter Web App,0,0,necessary
390,@RamnathkarK Action taken on above mentioned vehicle u/s 122/177 of M.V. Act.,1.58E+18,77,04-10-2022,19:03:52,Twitter Web App,1,0,m.v.
391,@crimehuman Action taken on above mentioned vehicle u/s 178 of M.V. Act.,1.58E+18,72,04-10-2022,18:57:25,Twitter Web App,0,0,m.v.
392,@AtuelMasurkar The Dadar traffic division has been alerted about necessary actions.,1.58E+18,83,04-10-2022,18:07:55,Twitter Web App,1,0,necessary
393,@HARSHAR92758120 The Chembur traffic division has been alerted about necessary actions.,1.58E+18,87,04-10-2022,17:44:51,Twitter Web App,1,0,necessary
394,@SudhirN75201618 The Marin drive traffic division has been alerted about necessary actions.,1.58E+18,91,04-10-2022,17:37:37,Twitter Web App,2,0,necessary
395,@LALITJA66118734 We have escalated your request with Chembur Traffic Division for necessary action.,1.58E+18,99,04-10-2022,16:50:12,Twitter Web App,0,0,chembur
396,@ItsMePols We request you to provide exact location details for further action.,1.58E+18,79,04-10-2022,16:48:48,Twitter Web App,0,0,further
397,@mumbaimatterz We have escalated your request with Mahim Traffic Division for necessary action.,1.58E+18,95,04-10-2022,16:42:17,Twitter Web App,3,0,mahim
398,@chatrchatr We have escalated your request with Samtanagar Traffic Division for necessary action.,1.58E+18,97,04-10-2022,16:40:44,Twitter Web App,1,0,samtanagar
399,@TejasUnadkat86 Borivali Traffic Division has been informed for prompt action.,1.58E+18,78,04-10-2022,16:39:39,Twitter Web App,1,0,borivali
400,@sktc2019 We request you that if the address you provided is not sufficient send us the full address .,1.58E+18,102,04-10-2022,16:23:17,Twitter Web App,0,0,address
401,@shellythakur4 We request you that if the address you provided is not sufficient send us the full address .,1.58E+18,107,04-10-2022,16:02:10,Twitter Web App,0,0,address
402,@gauravjain159 We have forwarded your concern to @mybmc for necessary action Promptly.,1.58E+18,86,04-10-2022,15:58:21,Twitter Web App,0,0,action
403,@shreyansb12 We have intimated your concern to Jogeshwari traffic branch for necessary action.,1.58E+18,94,04-10-2022,15:47:29,Twitter Web App,0,0,necessary
404,@crimehuman We have forwarded your concern to Dn Nagar Traffic Division for necessary action.,1.58E+18,93,04-10-2022,15:40:55,Twitter Web App,0,0,nagar
405,@ShwnPerera We have intimated your concern to Jogeshwari traffic branch for necessary action,1.58E+18,92,04-10-2022,15:36:52,Twitter Web App,0,0,necessary
406,@azhar848484 Jogeshwari Traffic Division has been informed for prompt action.,1.58E+18,77,04-10-2022,15:33:52,Twitter Web App,0,0,jogeshwari
407,@swapnilp79 We have shared this with senior official of the Chembur traffic division for necessary stern actions.,1.58E+18,113,04-10-2022,15:27:37,Twitter Web App,0,0,stern
408,@TejasUnadkat86 We request you that if the address you provided is not sufficient send us the full address,1.58E+18,106,04-10-2022,15:25:49,Twitter Web App,1,1,full
409,@KanwaljitNagpal We have escalated your request with Mankhurd Traffic Division for necessary action.,1.58E+18,100,04-10-2022,15:22:07,Twitter Web App,6,0,mankhurd
410,@Shubham_Bane456 We request you that if the address you provided is not sufficient send us the full address,1.58E+18,107,04-10-2022,15:18:21,Twitter Web App,0,1,full
411,@Namofeku12345 We have escalated your request with Sakinaka Traffic Division for necessary action.,1.58E+18,98,04-10-2022,15:06:17,Twitter Web App,0,0,sakinaka
412,@Weworkfoundati2 We have forwarded your concern to D N Nagar Traffic Division for necessary action.,1.58E+18,99,04-10-2022,15:06:07,Twitter Web App,0,0,nagar
413,@RamnathkarK We have intimated your concern to Goregaon traffic branch for necessary action.,1.58E+18,92,04-10-2022,15:00:10,Twitter Web App,1,0,necessary
414,@RamnathkarK Goregaon Traffic Division has been informed for prompt action.,1.58E+18,75,04-10-2022,14:57:15,Twitter Web App,1,0,goregaon
415,The following parking arrangements have been made for the vehicles of citizens attending the Dussehra Mela organize… https://t.co/Rk2jkFNiIR,1.58E+18,140,04-10-2022,14:52:01,Twitter Web App,14,7,organize…
416,@murarkas We have intimated your concern to Goregaon traffic branch for necessary action.,1.58E+18,89,04-10-2022,14:43:26,Twitter Web App,1,0,necessary
417,@murarkas Goregaon Traffic Division has been informed for prompt action.,1.58E+18,72,04-10-2022,14:33:01,Twitter Web App,0,0,goregaon
418,@abhinayman We have intimated your concern to matunga traffic branch for necessary action.,1.58E+18,90,04-10-2022,14:31:15,Twitter Web App,1,0,necessary
419,@rbshetty We have intimated your concern to Sakinaka traffic branch for necessary action.,1.58E+18,89,04-10-2022,14:29:35,Twitter Web App,1,0,necessary
420,@veena_to We have forwarded your concern to Vikhroli Traffic Division for necessary action.,1.58E+18,91,04-10-2022,14:08:05,Twitter Web App,1,0,vikhroli
421,@RamnathkarK Please provide the exact location for necessary action,1.58E+18,67,04-10-2022,14:03:11,Twitter Web App,1,0,necessary
422,@rajanrssom We are sharing your concern with MIDC Traffic Division for necessary stringent action.,1.58E+18,98,04-10-2022,13:37:13,Twitter Web App,2,0,midc
423,@njmraju We are sharing your concern with Mankhurd Traffic Division for necessary stringent action.,1.58E+18,99,04-10-2022,13:02:31,Twitter Web App,0,0,mankhurd
424,@msrivenkatesh We have intimated your concern to Ghatkopar traffic branch for necessary action.,1.58E+18,95,04-10-2022,12:58:59,Twitter Web App,1,0,necessary
425,@BoleTuu We are sharing your concern with Bandra Traffic Division for necessary stringent action.,1.58E+18,97,04-10-2022,12:57:49,Twitter Web App,2,1,bandra
426,@utkarshstiwari We are sharing your concern with Sahar Traffic Division for necessary stringent action.,1.58E+18,103,04-10-2022,12:56:12,Twitter Web App,1,0,sahar
427,@rpramodhkumar We are sharing your concern with MIDC Traffic Division for necessary stringent action.,1.58E+18,101,04-10-2022,12:51:45,Twitter Web App,2,1,midc
428,@DeepakChheda16 We have forwarded your concern to @mybmc for necessary action Promptly.,1.58E+18,87,04-10-2022,12:50:06,Twitter Web App,0,0,action
429,@KamleshMSalunk1 We request you that if the address you provided is not sufficient send us the full address,1.58E+18,107,04-10-2022,12:49:44,Twitter Web App,0,0,full
430,@spidey_18 We have intimated your concern to MIDC traffic branch for necessary action.,1.58E+18,86,04-10-2022,12:45:14,Twitter Web App,0,0,necessary
431,@Harshabhambhan1 We have forwarded your concern to Tardeo Traffic Division for necessary action.,1.58E+18,96,04-10-2022,12:09:47,Twitter Web App,0,0,tardeo
432,@AmandeepIYC We have intimated your concern to Borivali traffic branch for necessary action.,1.58E+18,92,04-10-2022,11:55:47,Twitter Web App,3,0,necessary
433,@utkarshstiwari We request you that if the address you provided is not sufficient send us the full address,1.58E+18,106,04-10-2022,11:40:40,Twitter Web App,2,1,full
434,@ImmanuelRajanN1 We have intimated your concern to Chembur traffic branch for necessary action.,1.58E+18,95,04-10-2022,11:26:45,Twitter Web App,0,0,necessary
435,@ImmanuelRajanN1 We have intimated your concern to chembur traffic branch for necessary action.,1.58E+18,95,04-10-2022,11:23:29,Twitter Web App,0,0,necessary
436,@priyankasathe24 We have intimated your concern to Dadar traffic branch for necessary action.,1.58E+18,93,04-10-2022,11:20:31,Twitter Web App,0,0,necessary
437,@ImmanuelRajanN1 We are sharing your concern with Chembur Traffic Division for necessary stringent action.,1.58E+18,106,04-10-2022,11:12:27,Twitter Web App,0,0,chembur
438,@Sunny2477 We have forwarded your concern to Kurla Traffic Division for necessary action.,1.58E+18,89,04-10-2022,11:11:05,Twitter Web App,0,0,kurla
439,@ImmanuelRajanN1 Chembur Traffic Division has been informed for prompt action.,1.58E+18,78,04-10-2022,11:09:01,Twitter Web App,0,0,chembur
440,@priyankasathe24 We are sharing your concern with Worli Traffic Division for necessary stringent action.,1.58E+18,104,04-10-2022,11:08:32,Twitter Web App,0,0,worli
441,@priyankasathe24 We have forwarded your concern to Worli  Traffic Division for necessary action.,1.58E+18,96,04-10-2022,11:02:08,Twitter Web App,0,0,nan
442,@prasie44 We are sharing your concern with Borivali Traffic Division for necessary stringent action.,1.58E+18,100,04-10-2022,10:58:19,Twitter Web App,1,1,borivali
443,@prasie44 Please provide the exact location for necessary action,1.58E+18,64,04-10-2022,10:54:30,Twitter Web App,1,0,necessary
444,@HiteshV72964098 We have forwarded your concern to Vakola Traffic Division for necessary action.,1.58E+18,96,04-10-2022,10:44:13,Twitter Web App,3,0,vakola
445,@GoodBadUgly22 We have informed Malad  Traffic Division of the necessary action,1.58E+18,79,04-10-2022,10:14:16,Twitter Web App,4,0,nan
446,@GoodBadUgly22 We have informed concern Traffic Division of the necessary action,1.58E+18,80,04-10-2022,09:56:39,Twitter Web App,2,1,concern
447,@Marathi___ We have informed  Malad Traffic Division of the necessary action,1.58E+18,76,04-10-2022,09:55:24,Twitter Web App,0,0,malad
448,@GirishW61964277 We have informed concern Traffic Division of the necessary action,1.58E+18,82,04-10-2022,09:54:34,Twitter Web App,1,0,concern
449,@PervezCooper We are sharing your concern with Colaba Traffic Division for necessary stringent action.,1.58E+18,102,04-10-2022,09:43:42,Twitter Web App,0,0,colaba
450,@DivakarAshokCh1 We have informed  Santacruz Traffic Division of the necessary action.,1.58E+18,86,04-10-2022,09:22:25,Twitter Web App,0,0,santacruz
451,@AtifSha61344268 We have informed  Santacruz  Traffic Division of the necessary action.,1.58E+18,87,04-10-2022,09:20:41,Twitter Web App,0,0,nan
452,@DedhiaRikin D N Nagar Traffic Division has been informed for prompt action.,1.58E+18,76,04-10-2022,09:18:13,Twitter Web App,0,0,nagar
453,@NitinRDalvi1 @CMOMaharashtra @DGPMaharashtra @CPMumbaiPolice @AAPMumbai @AapDirectory @aap_marathi @AYWMumbai… https://t.co/vkwuGFf8A1,1.58E+18,135,04-10-2022,09:16:38,Twitter Web App,0,1,@aywmumbai…
454,@NcpChandivali We have informed Sakinaka Traffic Division of the necessary action.,1.58E+18,82,04-10-2022,08:43:26,Twitter Web App,6,0,sakinaka
455,@theSagarDesai We have informed Malad Traffic Division of the necessary action.,1.58E+18,79,04-10-2022,08:39:26,Twitter Web App,0,0,malad
456,@hellodrsandeep . We have informed Malad Traffic Division of the necessary action.,1.58E+18,82,04-10-2022,08:05:59,Twitter Web App,0,0,malad
457,@prasadvarekar We have escalated your request with Vikroli Traffic Division for necessary action.,1.58E+18,97,04-10-2022,07:46:00,Twitter Web App,0,0,vikroli
458,@jaychheda27 We request you to file a grievance on the Mumtrafficapp for a swift resolution,1.58E+18,91,04-10-2022,07:40:59,Twitter Web App,0,0,swift
459,@SachinBHILARE6 We have forwarded your concern to Goregaon Traffic Division for necessary action.,1.58E+18,97,04-10-2022,07:23:25,Twitter Web App,2,0,goregaon
460,@vora_kalyanji We have escalated your request with Matunga Traffic Division for necessary action.,1.58E+18,97,04-10-2022,07:20:26,Twitter Web App,0,0,matunga
461,@kapzaveri Please register a complaint by visiting the nearest Police station regarding your issue.,1.58E+18,99,04-10-2022,07:10:34,Twitter Web App,0,0,your
462,"In view of Dussehra Mela to be held at Shivaji Park, Dadar on October 5, 2022, to avoid traffic congestion on the n… https://t.co/ZcRzKmoIBO",1.58E+18,140,04-10-2022,07:10:15,Twitter for Android,32,16,n…
463,"To avoid traffic congestion on Western Expressway and nearby roads due to #Dussehra Mela held at MMRDA Ground, BKC,… https://t.co/1t4XvxWHYN",1.58E+18,140,04-10-2022,07:06:23,Twitter for Android,29,9,"bkc,…"
464,@1d48574af1f14af We have intimated your concern to Jogeshwari  traffic branch for necessary action.,1.58E+18,99,04-10-2022,06:56:13,Twitter Web App,0,0,necessary
465,"Due to crowding in Dadar market, traffic vehicular movement is slow at Dadar Nakshatra Mall.#MTPTrafficUpdates",1.58E+18,110,04-10-2022,06:52:10,Twitter Web App,14,2,nakshatra
466,@AdenwalaAshraf We have escalated your request with D.N Nagar Traffic Division for necessary action.,1.58E+18,100,04-10-2022,06:47:37,Twitter Web App,0,0,nagar
467,@dhananjaymull We have intimated your concern to Concerned  traffic branch for necessary action.,1.58E+18,96,04-10-2022,06:23:11,Twitter Web App,3,1,necessary
468,@ZahidFKhambatti We have intimated your concern to MIDC  traffic branch for necessary action.,1.58E+18,93,04-10-2022,06:21:34,Twitter Web App,2,1,necessary
469,@Ankush1730Gupta We request you to file a grievance on the #Mumtrafficapp for a swift resolution.,1.58E+18,97,04-10-2022,06:17:16,Twitter Web App,0,0,swift
470,@realniteshmagar We have informed concern MIDC Traffic Division of the necessary action.,1.58E+18,88,04-10-2022,06:10:41,Twitter Web App,1,1,midc
471,@KshitijSanghani We have informed concern worli Traffic Division of the necessary action.,1.58E+18,89,04-10-2022,06:05:47,Twitter Web App,0,0,worli
472,@weknowthevs927 Chunabhatti Traffic Division has been informed for prompt action.,1.58E+18,81,04-10-2022,05:51:09,Twitter Web App,0,0,chunabhatti
473,@bongalibabu Bkc Traffic Division has been informed for prompt action.,1.58E+18,70,04-10-2022,05:37:26,Twitter Web App,2,1,bkc
474,@BapnaVijay We have intimated your concern to dadar traffic branch for necessary action.,1.58E+18,88,04-10-2022,05:34:15,Twitter Web App,0,0,necessary
475,@susanmuchhala We have intimated your concern to Concerned traffic branch for necessary action.,1.58E+18,95,04-10-2022,05:33:08,Twitter Web App,1,1,necessary
476,@AdenwalaAshraf We have intimated your concern to Oshiwara traffic branch for necessary action.,1.58E+18,95,04-10-2022,05:25:53,Twitter Web App,33,2,necessary
477,@CA_AdityaSesh We have intimated your concern to worli traffic branch for necessary action.,1.58E+18,91,04-10-2022,05:24:53,Twitter Web App,0,0,necessary
478,@CA_AdityaSesh We have intimated your concern to worli traffic branch for necessary action.,1.58E+18,91,04-10-2022,05:22:06,Twitter Web App,0,0,necessary
479,@akshay_sd1 We have informed concern worli Traffic Division of the necessary action.,1.58E+18,84,04-10-2022,05:10:00,Twitter Web App,2,1,worli
480,@MammooAltaf We are sharing your concern with Dadar Traffic Division for necessary stringent action.,1.58E+18,100,04-10-2022,05:08:16,Twitter Web App,2,1,dadar
481,@Luftstretkrafte We have escalated your request with chembur Traffic Division for necessary action.,1.58E+18,99,04-10-2022,04:59:42,Twitter Web App,0,0,chembur
482,@weknowthevs927 @MumbaiPolice @DGPMaharashtra @CMOMaharashtra Please provide the exact location for further action.,1.58E+18,115,04-10-2022,04:57:30,Twitter Web App,0,0,further
483,@Breath_Marathi @MumbaiPolice We have intimated your concern to Byculla traffic branch for necessary action.,1.58E+18,108,04-10-2022,04:39:43,Twitter Web App,2,0,necessary
484,@ChanakyaShah We are sharing your concern with AzadMaidan Traffic Division for necessary stringent action.,1.58E+18,106,04-10-2022,04:34:02,Twitter Web App,0,0,azadmaidan
485,@Riturajpatel123 @Luftstretkrafte @CPMumbaiPolice @Rtr_IPS @DGPMaharashtra @MahaDGIPR @mumbaimatterz @RoadsOfMumbai… https://t.co/slo8V6eII5,1.58E+18,140,04-10-2022,04:14:57,Twitter Web App,2,1,@roadsofmumbai…
486,@MumbaiPolice We have informed Dadar Traffic Division of the necessary action.,1.58E+18,78,04-10-2022,04:11:56,Twitter Web App,1,0,dadar
487,@saurabhmishrar We have informed Sahar  Traffic Division of the necessary action,1.58E+18,80,04-10-2022,04:09:47,Twitter Web App,0,0,nan
488,@storyteller87 We have informed Sahar Traffic Division of the necessary action,1.58E+18,78,04-10-2022,03:57:16,Twitter Web App,0,0,sahar
489,@GdT116 We have informed  MIDC Traffic Division of the necessary action,1.58E+18,71,04-10-2022,03:55:31,Twitter Web App,0,0,midc
490,@rohitshinde1001 We have informed Sahar  Traffic Division of the necessary action,1.58E+18,81,04-10-2022,03:48:29,Twitter Web App,0,0,nan
491,@PBagwadkar We have informed concern Traffic Division of the necessary action,1.58E+18,77,04-10-2022,03:47:21,Twitter Web App,0,0,concern
492,@Luftstretkrafte Please provide the exact location for necessary action,1.58E+18,71,04-10-2022,03:46:24,Twitter Web App,2,0,necessary
493,@superselector5 We have informed  D .N. Nagar Traffic Division of the necessary action,1.58E+18,86,04-10-2022,03:43:31,Twitter Web App,0,0,nagar
494,@Snehal44678851 We have informed Vakola Traffic Division of the necessary action,1.58E+18,80,04-10-2022,03:32:55,Twitter Web App,0,0,vakola
495,Due to large number of people attending Dussehra Melava organised on 5th Oct. at Shivaji Park Dadar &amp; to avoid traf… https://t.co/2CJDluHZVM,1.58E+18,144,04-10-2022,03:10:34,Twitter for iPhone,39,15,traf…
496,"Due to large number of people attending Dussehra Melava organised on 5th Oct. at MMRDA ground,BKC, Bandra (E) &amp; to… https://t.co/Plt9VT08uy",1.58E+18,143,04-10-2022,03:09:41,Twitter for iPhone,124,50,to…
497,@kiranmane2014 We are sharing your concern with Vikroli Traffic Division for necessary stringent action,1.58E+18,103,04-10-2022,02:22:12,Twitter Web App,0,0,vikroli
498,@Deepak48139888 We have escalated your request with Goregaon Traffic Division for necessary action.,1.58E+18,99,04-10-2022,02:18:13,Twitter Web App,0,0,goregaon
499,@rajivsharma2012 We are sharing your concern with Dahisar Traffic Division for necessary stringent action.,1.58E+18,106,04-10-2022,02:13:07,Twitter Web App,2,1,dahisar
500,@Wee_Da_People We have escalated your request with Bandra Traffic Division for necessary action.,1.58E+18,96,03-10-2022,19:08:17,Twitter Web App,0,0,bandra
501,@pallschk We have forwarded your concern to Samtanagar Traffic Division for necessary action.,1.58E+18,93,03-10-2022,19:06:57,Twitter Web App,3,1,samtanagar
502,@mumbaimatterz Please provide the exact location for necessary action.,1.58E+18,70,03-10-2022,19:02:12,Twitter Web App,10,0,necessary
503,@manutdeepak Request @MumbaiPolice to kindly look into matter.,1.58E+18,62,03-10-2022,18:59:14,Twitter Web App,0,0,into
504,@SachinBHILARE6 Action taken on above mentioned vehicle 05 vehicles u/s 122of M.V. Act.,1.58E+18,87,03-10-2022,18:55:17,Twitter Web App,0,0,m.v.
505,@Shiva_Nadar1977 We have forwarded your concern to Dharavi Traffic Division for necessary action.,1.58E+18,97,03-10-2022,18:55:16,Twitter Web App,0,0,dharavi
506,@shashiy555 Request @MumbaiPolice to kindly look into matter.,1.58E+18,61,03-10-2022,18:10:05,Twitter Web App,0,0,into
507,@pubgbha We have escalated your request with Dahisar Traffic Division for necessary action.,1.58E+18,91,03-10-2022,18:06:59,Twitter Web App,0,0,dahisar
508,"@KetanSh83710623 This is not mumbai traffic jurisdiction , pls contact New Mumbai traffic jurisdiction",1.58E+18,102,03-10-2022,17:49:08,Twitter Web App,0,0,traffic
509,@Ahtcsvhub We have escalated your request with Goregaon/Malad Traffic Division for necessary action.,1.58E+18,100,03-10-2022,17:08:55,Twitter Web App,0,0,goregaon/malad
510,@khanna1992 We have escalated your request with DN Nagar Traffic Division for necessary action.,1.58E+18,95,03-10-2022,16:48:16,Twitter Web App,0,1,nagar
511,@khanna1992 We request you to provide exact location details for further action.,1.58E+18,80,03-10-2022,16:38:15,Twitter Web App,0,0,further
512,@Ahtcsvhub We have escalated your request with Dadar Traffic Division for necessary action.,1.58E+18,91,03-10-2022,16:34:29,Twitter Web App,0,0,dadar
513,@raha_iman We have informed concern Traffic Division of the necessary action.,1.58E+18,77,03-10-2022,16:30:49,Twitter Web App,0,0,concern
514,@Athas79_ We have informed Santacruz Traffic Division of the necessary action.,1.58E+18,78,03-10-2022,16:28:06,Twitter Web App,0,0,santacruz
515,@soumyamhapatra We have forwarded your concern to Worli  Traffic Division for necessary action.,1.58E+18,95,03-10-2022,16:08:50,Twitter Web App,1,0,nan
516,@viveksah We have escalated your request with Santacruz Traffic Division for necessary action.,1.58E+18,94,03-10-2022,16:05:07,Twitter Web App,0,0,santacruz
517,@lalkishadv We have forwarded your concern to Bandra Traffic Division for necessary action.,1.58E+18,91,03-10-2022,16:01:06,Twitter Web App,1,0,bandra
518,@juzer101 We have escalated your request with Sahar  Traffic Division for necessary action.,1.58E+18,91,03-10-2022,15:58:10,Twitter Web App,0,0,nan
519,@ChanakyaShah Please provide the exact location for necessary action.,1.58E+18,69,03-10-2022,15:57:10,Twitter Web App,1,0,necessary
520,@santchinu We have forwarded your concern to Goregaon Traffic Division for necessary action.,1.58E+18,92,03-10-2022,15:52:42,Twitter Web App,0,0,goregaon
521,@379592 We have forwarded your concern to Borivali Traffic Division for necessary action.,1.58E+18,89,03-10-2022,15:24:25,Twitter Web App,0,0,borivali
522,@ReInOvaTor_Pops We are sharing your concern with Mulund Traffic Division for necessary stringent action.,1.58E+18,105,03-10-2022,15:18:10,Twitter Web App,0,0,mulund
523,@abhi7420 We have informed concern Traffic Division of the necessary action.,1.58E+18,76,03-10-2022,15:16:26,Twitter Web App,0,0,concern
524,@NasirSh86042113 We have forwarded your concern to Malad Traffic Division for necessary action.,1.58E+18,95,03-10-2022,15:14:16,Twitter Web App,0,0,malad
525,@SAlgota Please provide the exact location for necessary action,1.58E+18,63,03-10-2022,15:09:27,Twitter Web App,0,0,necessary
526,@Givemeole We have escalated your request with BKC Traffic Division for necessary action.,1.58E+18,89,03-10-2022,15:04:11,Twitter Web App,0,0,bkc
527,@NasirSh86042113 We have informed D N Ngr Traffic Division of the necessary action.,1.58E+18,83,03-10-2022,15:01:26,Twitter Web App,1,0,ngr
528,@Shahhiren77 We have informed Santacruz Traffic Division of the necessary action.,1.58E+18,81,03-10-2022,14:56:15,Twitter Web App,0,0,santacruz
529,@RamnathkarK We have informed Malad Traffic Division of the necessary action.,1.58E+18,77,03-10-2022,14:51:57,Twitter Web App,1,0,malad
530,@ZeenalG We have informed Kurla Traffic Division of the necessary action.,1.58E+18,73,03-10-2022,14:40:02,Twitter Web App,0,0,kurla
531,@AmBhatia09 The BKC traffic division has been alerted about necessary actions.,1.58E+18,78,03-10-2022,14:29:20,Twitter Web App,0,0,necessary
532,@samirshah6600 The pydhonie traffic division has been alerted about necessary actions.,1.58E+18,86,03-10-2022,14:27:03,Twitter Web App,0,0,necessary
533,@rpramodhkumar The Sahar traffic division has been alerted about necessary actions.,1.58E+18,83,03-10-2022,14:25:44,Twitter Web App,1,0,necessary
534,@PatelMatin2 The jogeshwari traffic division has been alerted about necessary actions.,1.58E+18,86,03-10-2022,14:20:58,Twitter Web App,0,0,necessary
535,@DhangarHanmanta The Sahar traffic division has been alerted about necessary actions.,1.58E+18,85,03-10-2022,14:18:47,Twitter Web App,1,1,necessary
536,@im_drsagar The Borivali traffic division has been alerted about necessary actions.,1.58E+18,83,03-10-2022,14:17:31,Twitter Web App,1,1,necessary
537,@drushticone The Borivali traffic division has been alerted about necessary actions.,1.58E+18,84,03-10-2022,13:48:06,Twitter Web App,5,1,necessary
538,@isha_dalvi The Mulund traffic division has been alerted about necessary actions.,1.58E+18,81,03-10-2022,13:44:56,Twitter Web App,1,0,necessary
539,@Brajeshjha The Dadar traffic division has been alerted about necessary actions.,1.58E+18,80,03-10-2022,13:25:17,Twitter Web App,1,1,necessary
540,@NasirSh86042113 Oshiwara Traffic Division has been informed for prompt action.,1.58E+18,79,03-10-2022,12:45:15,Twitter Web App,0,0,oshiwara
541,@_irohinisingh_ Colaba Traffic Division has been informed for prompt action.,1.58E+18,76,03-10-2022,12:36:20,Twitter Web App,1,0,colaba
542,@niharmehta Azad maidan Traffic Division has been informed for prompt action.,1.58E+18,77,03-10-2022,12:12:59,Twitter Web App,5,1,maidan
543,@tandavnews24 Jogeshwari Traffic Division has been informed for prompt action.,1.58E+18,78,03-10-2022,12:10:36,Twitter Web App,2,0,jogeshwari
544,@Rathore_RDX Mulund Traffic Division has been informed for prompt action.,1.58E+18,73,03-10-2022,12:05:52,Twitter Web App,10,2,mulund
545,@MNCDFbombay Please register The complaint  Bandra Traffic Division.,1.58E+18,68,03-10-2022,11:59:42,Twitter Web App,0,0,bandra
546,@ImmanuelRajanN1 We have escalated your request with Chembur Traffic Division for necessary action.,1.58E+18,99,03-10-2022,11:54:10,Twitter Web App,0,0,chembur
547,@_irohinisingh_ Please provide the exact location for necessary action,1.58E+18,70,03-10-2022,11:52:30,Twitter Web App,0,0,necessary
548,@tanmay_shinde99 We have forwarded your concern to Pydhuni Traffic Division for necessary action.,1.58E+18,97,03-10-2022,11:50:58,Twitter Web App,0,0,pydhuni
549,@Ahtcsvhub We are sharing your concern with Dadar Traffic Division for necessary stringent action.,1.58E+18,98,03-10-2022,11:48:05,Twitter Web App,0,0,dadar
550,@ImmanuelRajanN1 We have forwarded your concern to Chembur Traffic Division for necessary action.,1.58E+18,97,03-10-2022,11:45:43,Twitter Web App,0,0,chembur
551,@fundametaltrade We request you to file a grievance on the #Mumtrafficapp for a swift resolution.,1.58E+18,97,03-10-2022,11:44:59,Twitter Web App,0,0,swift
552,@NageshKalasgau1 We have intimated your concern to DN Nagar traffic branch for necessary action.,1.58E+18,96,03-10-2022,11:43:50,Twitter Web App,0,0,necessary
553,@sudhirbhagwat22 We are sharing your concern with BKC Traffic Division for necessary stringent action.,1.58E+18,102,03-10-2022,11:15:28,Twitter Web App,0,0,bkc
554,@AkshayAmberka16 We have escalated your request with Pydhunie Traffic Division for necessary action.,1.58E+18,100,03-10-2022,11:10:14,Twitter Web App,0,0,pydhunie
555,@LawyerGkm We are sharing your concern with D.B.Marg Traffic Division for necessary stringent action.,1.58E+18,101,03-10-2022,11:04:10,Twitter Web App,3,2,d.b.marg
556,@Ahtcsvhub We have escalated your request with Dadar Traffic Division for necessary action.,1.58E+18,91,03-10-2022,11:00:15,Twitter Web App,0,0,dadar
557,@RamnathkarK We have escalated your request with D.N.Nagar Traffic Division for necessary action.,1.58E+18,97,03-10-2022,10:55:51,Twitter Web App,2,0,d.n.nagar
