,Tweets,id,len,date,time,source,likes,retweets
194,@superselector5 We have intimated your concern to Malad traffic branch for necessary action.,1578218299892322304,92,2022-10-07,02:58:59,Twitter Web App,0,0
195,@nimish_raj We have intimated your concern to Santacruz traffic branch for necessary action.,1578210722286534657,92,2022-10-07,02:28:52,Twitter Web App,0,0
196,@yashharlalka We have intimated your concern to the Kandivali traffic branch for necessary action.,1578208659867598848,98,2022-10-07,02:20:40,Twitter Web App,0,0
197,@SagarKa64650818 We have intimated your concern to the Nagpada traffic branch for necessary action.,1578116918061715456,99,2022-10-06,20:16:07,Twitter Web App,0,0
198,@NasirSh86042113 We have escalated your request with goregaon Traffic Division for necessary action.,1578116420298473472,100,2022-10-06,20:14:09,Twitter Web App,0,0
199,@_iam_chetan We have requested @ThaneCityPolice traffic division to look into this as they can help the best in their jurisdiction,1578109034271768576,130,2022-10-06,19:44:48,Twitter Web App,1,0
200,@MEHTADARSHANS We are sharing your concern with Bandra Traffic Division for necessary stringent action.,1578090246755188736,103,2022-10-06,18:30:08,Twitter Web App,2,0
201,@rishved We are sharing your concern with Chembur Traffic Division for necessary stringent action.,1578083477614125057,98,2022-10-06,18:03:15,Twitter Web App,2,0
202,@rishved We have escalated your request with Ghatkopar Traffic Division for necessary action.,1578081609244618753,93,2022-10-06,17:55:49,Twitter Web App,2,0
203,@DINESHS97086561 We have escalated your request with Powai Traffic Division for necessary action.,1578079938426834944,97,2022-10-06,17:49:11,Twitter Web App,0,0
204,@mpsampat_ca We are sharing your concern with Tardeo Traffic Division for necessary stringent action.,1578077673750147073,101,2022-10-06,17:40:11,Twitter Web App,4,0
205,@MaldeNimish We have intimated your concern to the Bhoiwada traffic branch for necessary action.,1578073808095019008,96,2022-10-06,17:24:49,Twitter Web App,0,0
206,@casuchitshah We request you to file a grievance on the #Mumtrafficapp for a swift resolution.,1578067970047475712,94,2022-10-06,17:01:37,Twitter Web App,590,35
207,@SawantAmber We are sharing your concern with Dahisar Traffic Division for necessary stringent action.,1578057892498132995,102,2022-10-06,16:21:35,Twitter Web App,5,0
208,@SanjayP3977 We request you that if the address you provided is not sufficient send us the full address,1578051776796033029,103,2022-10-06,15:57:17,Twitter Web App,0,0
209,@prabhatsainath We are sharing your concern with concerned Traffic Division for necessary stringent action.,1578049172154257409,107,2022-10-06,15:46:56,Twitter Web App,0,0
210,@Deepak842022 We have forwarded your concern to @mybmc for necessary action Promptly.,1578033498463817728,85,2022-10-06,14:44:39,Twitter Web App,0,0
211,@VK_Andheri We are sharing your concern with Concerned Traffic Division for necessary stringent action.,1578030411334451200,103,2022-10-06,14:32:23,Twitter Web App,0,0
212,@komal_42 We have escalated your request with Sahar Traffic Division for necessary action.,1578030006701535234,90,2022-10-06,14:30:46,Twitter Web App,1,0
213,@MEHTADARSHANS Please provide the exact location for necessary action,1578026887783546882,69,2022-10-06,14:18:23,Twitter Web App,3,0
214,@MitaliParte We have informed concern Traffic Division of the necessary action.,1578023599218503680,79,2022-10-06,14:05:18,Twitter Web App,0,0
215,@tasir_ali_Sk We have escalated your request with the concrned  Traffic Division for necessary action.,1578022263022325760,102,2022-10-06,14:00:00,Twitter Web App,0,0
216,@MhadkarDs We are sharing your concern with Colaba Traffic Division for necessary stringent action.,1578020865593454592,99,2022-10-06,13:54:27,Twitter Web App,0,0
217,@jabalmumtaz We have forwarded your concern to Malad Traffic Division for necessary action.,1578019547709583361,91,2022-10-06,13:49:13,Twitter Web App,2,0
218,@SteelTradeIndi1 We request you to file a grievance on the #Mumtrafficapp for a swift resolution,1578019178522738689,96,2022-10-06,13:47:44,Twitter Web App,0,0
219,@Anurita_Patel We are sharing your concern with Dharavi Traffic Division for necessary stringent action.,1578017253601468427,104,2022-10-06,13:40:06,Twitter Web App,1,0
220,@Chiragvira We are sharing your concern with Dadar Traffic Division for necessary stringent action.,1578016467525959681,99,2022-10-06,13:36:58,Twitter Web App,0,0
221,@VK_Andheri We have informed concern Traffic Division of the necessary action.,1578015187327938564,78,2022-10-06,13:31:53,Twitter Web App,0,0
222,@shlpi777 We are sharing your concern with D N Nagar Traffic Division for necessary stringent action,1578015005563580416,100,2022-10-06,13:31:10,Twitter Web App,0,0
223,@VK_Andheri We have forwarded your concern to D N Nagar Traffic Division for necessary action.,1578013861370032130,94,2022-10-06,13:26:37,Twitter Web App,0,0
224,@shlpi777 We are sharing your concern with D N Nagar Traffic Division for necessary stringent action.,1578013275480289283,101,2022-10-06,13:24:17,Twitter Web App,0,0
225,@AnilMis86531014 We are sharing your concern with D N Nagar Traffic Division for necessary stringent action.,1578011582776643585,108,2022-10-06,13:17:34,Twitter Web App,1,0
226,@tanyanayyar290 We request you to file a grievance on the #Mumtrafficapp for a swift resolution,1578011159009300480,95,2022-10-06,13:15:52,Twitter Web App,0,0
227,@superselector5 We have informed concern Traffic Division of the necessary action.,1578010405909450752,82,2022-10-06,13:12:53,Twitter Web App,0,0
228,@superselector5 We have informed concern Traffic Division of the necessary action.,1578010309453045761,82,2022-10-06,13:12:30,Twitter Web App,0,0
229,@shlpi777 We request you that if the address you provided is not sufficient send us the full address,1578010186442510336,100,2022-10-06,13:12:01,Twitter Web App,4,0
230,@ZRSoldier1 We are sharing your concern with Oshiwara Traffic Division for necessary stringent action.,1578009740076257281,102,2022-10-06,13:10:14,Twitter Web App,0,0
231,@shlpi777 We request you that if the address you provided is not sufficient send us the full address,1578008317200191489,100,2022-10-06,13:04:35,Twitter Web App,1,0
232,@Cashsecond1 Please provide the exact location for necessary action,1578007038499905536,67,2022-10-06,12:59:30,Twitter Web App,0,0
233,@superselector5 We have informed concern Traffic Division of the necessary action.,1578006032764506119,82,2022-10-06,12:55:30,Twitter Web App,0,0
234,@Mohi8652126365 @MumbaiPolice Please provide the exact location for necessary action,1578005722868379649,84,2022-10-06,12:54:16,Twitter Web App,0,0
235,@_irohinisingh_ We have intimated your concern to Colaba traffic branch for necessary action.,1578001168793743362,93,2022-10-06,12:36:11,Twitter Web App,0,0
236,@Avinash01557273 We request you that if the address you provided is not sufficient send us the full address,1577999940827385856,107,2022-10-06,12:31:18,Twitter Web App,2,0
237,@joshzz28 We have escalated your request with Bandra Traffic Division for necessary action.,1577999439859707904,91,2022-10-06,12:29:18,Twitter Web App,0,0
238,@Mohi8652126365 We request you that if the address you provided is not sufficient send us the full address,1577997970334973952,106,2022-10-06,12:23:28,Twitter Web App,0,0
239,@niharmehta We are sharing your concern with Kalbadevi Traffic Division for necessary stringent action.,1577993703419183104,103,2022-10-06,12:06:31,Twitter Web App,4,1
240,@sharatm76 We have informed concern Traffic Division of the necessary action.,1577990967898304512,77,2022-10-06,11:55:39,Twitter Web App,0,0
241,@BorzinKKhambata We have forwarded your concern to Goregaon Traffic Division for necessary action.,1577990286672007168,98,2022-10-06,11:52:56,Twitter Web App,1,0
242,@Shaikhasifhuss4 We request you that if the address you provided is not sufficient send us the full address,1577989138334482433,107,2022-10-06,11:48:22,Twitter Web App,0,0
243,@Nisarg_18 We are sharing your concern with Vakola Traffic Division for necessary stringent action.,1577988660359999490,99,2022-10-06,11:46:28,Twitter Web App,0,0
244,@Diptivrr We are sharing your concern with Malad Traffic Division for necessary stringent action.,1577988020971925505,97,2022-10-06,11:43:56,Twitter Web App,0,0
245,@Amitagarwal1904 We are sharing your concern with Chembur Traffic Division for necessary stringent action.,1577985016600330240,106,2022-10-06,11:32:00,Twitter Web App,1,0
246,@SachinBHILARE6 We have escalated your request with Goregaon Traffic Division for necessary action,1577981904196075520,98,2022-10-06,11:19:38,Twitter Web App,1,0
247,@ZRSoldier1 Action has been taken against the 6 Vehicles under MVA section 122.,1577979983078707200,79,2022-10-06,11:12:00,Twitter Web App,0,0
248,@Shreyayayayaaa We are sharing your concern with Mankhurd Traffic Division for necessary stringent action.,1577974648268292097,106,2022-10-06,10:50:48,Twitter Web App,0,0
249,@AlimShaikhAimim We have escalated your request with Tardeo  Traffic Division for necessary action.,1577972306902540289,99,2022-10-06,10:41:29,Twitter Web App,1,1
250,@FerozSultan19 We have forwarded your concern to Kurla Traffic Division for necessary action.,1577967509109878784,93,2022-10-06,10:22:26,Twitter Web App,1,0
251,@BetterMumbai2 We have forwarded your concern to Borivali Traffic Division for necessary action.,1577953625070272512,96,2022-10-06,09:27:15,Twitter Web App,0,0
252,@Cashsecond1 Action has been taken against the 5 Vehicles under MVA section 122.,1577953467347267584,80,2022-10-06,09:26:38,Twitter Web App,0,0
253,@lalkishadv We have forwarded your concern to Worli Traffic Division for necessary action.,1577952899409534976,90,2022-10-06,09:24:22,Twitter Web App,0,0
254,@IdiotsRoads Action has been taken against the 13 Vehicles under MVA section 122.,1577952821642612736,81,2022-10-06,09:24:04,Twitter Web App,6,0
255,@Pradeep53524914 We are sharing your concern with Vikhroli Traffic Division for necessary stringent action.,1577948784239480832,107,2022-10-06,09:08:01,Twitter Web App,0,0
256,@Prakash04380729 We have escalated your request with Dadar Traffic Division for necessary action.,1577947987598508032,97,2022-10-06,09:04:51,Twitter Web App,0,0
257,@manojshah65 We have informed concern Traffic Division of the necessary action.,1577946919024099328,79,2022-10-06,09:00:36,Twitter Web App,0,0
258,@gauravdukle We have forwarded your concern to Vakola  Traffic Division for necessary action.,1577945893726146561,93,2022-10-06,08:56:32,Twitter Web App,0,0
259,@KamleshDamodar7 Action has been taken against the 15 Vehicles under MVA section 122.,1577944588836229120,85,2022-10-06,08:51:21,Twitter Web App,0,0
260,@leongleotrio20 We have escalated your request with Malad Traffic Division for necessary action.,1577944008764305408,96,2022-10-06,08:49:03,Twitter Web App,1,0
261,@aash1010 We are sharing your concern with Dadar Traffic Division for necessary stringent action.,1577940711064100864,97,2022-10-06,08:35:56,Twitter Web App,3,1
262,@ShahSavio We have informed concern Traffic Division of the necessary action.,1577938107458256897,77,2022-10-06,08:25:36,Twitter Web App,1,0
263,@MNCDFbombay We are sharing your concern with Worli Traffic Division for necessary stringent action.,1577937070328512512,100,2022-10-06,08:21:28,Twitter Web App,13,2
264,@djtwtr We are sharing your concern with D N Nagar Traffic Division for necessary stringent action.,1577935453663432706,99,2022-10-06,08:15:03,Twitter Web App,0,0
265,@IdiotsRoads We have forwarded your concern to Worli Traffic Division for necessary action.,1577934507919151104,91,2022-10-06,08:11:17,Twitter Web App,4,0
266,@ZRSoldier1 We have intimated your concern to Oshiwara traffic branch for necessary action.,1577932594574155776,91,2022-10-06,08:03:41,Twitter Web App,0,0
267,@saudKha15644274 We have requested @ThaneCityPolice traffic division to look into this as they can help the best in their jurisdiction.,1577931410031415296,135,2022-10-06,07:58:59,Twitter Web App,0,0
268,@SalmanA92090901 We request you that if the address you provided is not sufficient send us the full address,1577927897855430656,107,2022-10-06,07:45:01,Twitter Web App,1,1
269,@dhyrajm We have shared this with senior official of the DN Nagar traffic division for necessary stern actions.-,1577927152393392128,112,2022-10-06,07:42:04,Twitter Web App,1,0
270,@Polkaa2905 We have escalated your request with Worli Traffic Division for necessary action.,1577919519401512962,92,2022-10-06,07:11:44,Twitter Web App,0,0
271,@saileshv74 We have intimated your concern to Worli traffic branch for necessary action.,1577917440645685248,88,2022-10-06,07:03:28,Twitter Web App,0,0
272,@Bbhatia19 We have intimated your concern to Vikroli traffic branch for necessary action.,1577916863027126272,89,2022-10-06,07:01:11,Twitter Web App,0,0
273,@rajeshkumar0506 We have forwarded your concern to Dindoshi Traffic Division for necessary action.,1577915771358826496,98,2022-10-06,06:56:50,Twitter Web App,1,0
274,@DixitGala We request you to file a grievance on the Mumtrafficapp for a swift resolution.,1577915008985415681,90,2022-10-06,06:53:49,Twitter Web App,1,0
275,@shsmsh69 We have informed the concern BKC Traffic Division of the necessary action.,1577914265851539457,84,2022-10-06,06:50:51,Twitter Web App,0,0
276,@shellythakur4 We have forwarded your concern to Kandivali Traffic Division for necessary action.,1577913009015377920,97,2022-10-06,06:45:52,Twitter Web App,3,0
277,@KamleshDamodar7 We have forwarded your concern to Kurla Traffic Division for necessary action.,1577911929158311936,95,2022-10-06,06:41:34,Twitter Web App,0,0
278,@Cashsecond1 We have escalated your request with Worli  Traffic Division for necessary action.,1577910834683994113,94,2022-10-06,06:37:13,Twitter Web App,0,0
279,@anandb75 We have informed the concern Traffic Division of the necessary action.,1577904112133623809,80,2022-10-06,06:10:31,Twitter Web App,0,0
280,@hemant082 We have intimated your concern to the Goregaon traffic branch for necessary action.,1577903083698679809,94,2022-10-06,06:06:25,Twitter Web App,0,0
281,@RakeshC44505050 We have escalated your request to Sahar Traffic Division for necessary action.,1577900318159179777,95,2022-10-06,05:55:26,Twitter Web App,1,0
282,@harshmehta1 We have escalated your request with MIDC Traffic Division for necessary action.,1577897010421956609,92,2022-10-06,05:42:17,Twitter Web App,0,0
283,@hemant082 We have informed the concern Traffic Division of the necessary action.,1577895107092963329,81,2022-10-06,05:34:44,Twitter Web App,0,0
284,@rajivsharma2012 We have informed the concern Traffic Division of the necessary action.,1577894236011528192,87,2022-10-06,05:31:16,Twitter Web App,2,0
285,@pankajpasha2016 We have informed the concerned Traffic Division of the necessary action.,1577893578281746434,89,2022-10-06,05:28:39,Twitter Web App,0,0
286,@ameyajogalekar We request you that if the address you provided is not sufficient send us the full address,1577893274224066561,106,2022-10-06,05:27:27,Twitter Web App,0,0
287,@punittripathi79 We have escalated your request to Powai Traffic Division for necessary action.,1577891932180983809,95,2022-10-06,05:22:07,Twitter Web App,0,0
288,@rajivsharma2012 @CPMumbaiPolice @Rtr_IPS We have escalated your request to MHB Traffic Division for necessary action.,1577888773530320896,118,2022-10-06,05:09:34,Twitter Web App,0,0
289,@shellythakur4 We request you that if the address you provided is not sufficient send us the full address .,1577887995537272832,107,2022-10-06,05:06:28,Twitter Web App,1,0
290,@breakinglaws68 We are sharing your concern with Dindoshi Traffic Division for necessary stringent action,1577886121627090944,105,2022-10-06,04:59:01,Twitter Web App,0,0
291,@manishvdhanwani We are sharing your concern with D N Nagar Traffic Division for necessary stringent action,1577885629622677504,107,2022-10-06,04:57:04,Twitter Web App,0,0
292,@punittripathi79 Please provide the exact location for necessary action,1577884906830835712,71,2022-10-06,04:54:12,Twitter Web App,0,0
293,@Atulkvaghasiya We have forwarded your concern to @mybmc for necessary action Promptly.,1577884461001486337,87,2022-10-06,04:52:25,Twitter Web App,1,1
294,@RohitDKeluskar We have informed the concern Traffic Division of the necessary action.,1577882101353156608,86,2022-10-06,04:43:03,Twitter Web App,3,1
295,@Lijo_Mathai We have intimated your concern to Samtanagar  traffic branch for necessary action.,1577877410972069888,95,2022-10-06,04:24:24,Twitter Web App,1,0
296,@iffu17 We have intimated your concern to Vikroli  traffic branch for necessary action.,1577876930426462208,87,2022-10-06,04:22:30,Twitter Web App,0,0
297,@breakinglaws68 We have forwarded your concern to Dindoshi Traffic Division for necessary action.,1577876175556599808,97,2022-10-06,04:19:30,Twitter Web App,1,0
298,@kshilpa19 We have escalated your request with Chembur Traffic Division for necessary action.,1577874893064278016,93,2022-10-06,04:14:24,Twitter Web App,2,0
299,@MathewLathra We have forwarded your concern to Antop hill Traffic Division for necessary action.,1577874363923435520,97,2022-10-06,04:12:18,Twitter Web App,0,0
300,@DamienA0709 We have intimated your concern to  Bkc traffic branch for necessary action.,1577873761197756416,88,2022-10-06,04:09:54,Twitter Web App,0,0
301,@sunnystrategic We have shared this with a senior official of the Dindoshi traffic division for necessary stern actions.,1577872347402752001,120,2022-10-06,04:04:17,Twitter Web App,1,0
302,@rajivsharma2012 We have informed the Vakola Traffic Division of the necessary action.,1577871764750995457,86,2022-10-06,04:01:58,Twitter Web App,0,0
303,@afzalamirshaikh We have intimated your concern to Dahisar traffic branch for necessary action.,1577871212679933952,95,2022-10-06,03:59:47,Twitter Web App,2,0
304,@MeMumbaikar8 We have forwarded your concern to Borivali Traffic Division for necessary action.,1577870215014412289,95,2022-10-06,03:55:49,Twitter Web App,0,0
305,@Deepakt70043984 We have forwarded your concern to Bhoiwada Traffic Division for necessary action.,1577868564216020994,98,2022-10-06,03:49:15,Twitter Web App,0,0
306,@SouthMumbai2 We have forwarded your concern to D B Marg Traffic Division for necessary action.,1577860882931273728,95,2022-10-06,03:18:44,Twitter Web App,1,0
307,@caankittotla We have forwarded your concern to D N nagar Traffic Division for necessary action.,1577857906573467648,96,2022-10-06,03:06:54,Twitter Web App,3,1
308,@ImmanuelRajanN1 We have intimated your concern to Chembur traffic branch for necessary action.,1577857275100008448,95,2022-10-06,03:04:24,Twitter Web App,0,0
309,@BhaktiMargVoice Mulund Traffic Division has been informed for prompt action.,1577854330065260544,77,2022-10-06,02:52:42,Twitter Web App,1,0
310,@DarshC10 We request you to provide exact location details for further action.,1577755935057272832,78,2022-10-05,20:21:42,Twitter Web App,0,0
311,@MumbaiSuburbs We have forwarded your concern to Ghatkopar Traffic Division for necessary action.,1577730533236539392,97,2022-10-05,18:40:46,Twitter Web App,5,0
312,@compound_tyres Please register a complaint by visiting the nearest Police station regarding your issue.,1577726658932801536,104,2022-10-05,18:25:22,Twitter Web App,0,0
313,@GDpenha We have escalated your request with Kurla Traffic Division for necessary action.,1577725979392294912,89,2022-10-05,18:22:40,Twitter Web App,0,0
314,@TaslimA72816479 Dindoshi Traffic Division has been informed for prompt action.,1577716960716259329,79,2022-10-05,17:46:50,Twitter Web App,0,0
315,@iamsandesh007 We have informed to concern team.,1577715756493836288,48,2022-10-05,17:42:03,Twitter Web App,0,0
316,@RamkumarIyer68 We have forwarded your concern to Chembur Traffic Division for necessary action.,1577710446609838081,96,2022-10-05,17:20:57,Twitter Web App,0,0
317,@ambika_poojari We have escalated your request with Kandivali Traffic Division for necessary action.,1577708008968441856,100,2022-10-05,17:11:16,Twitter Web App,0,0
318,@prince8575 Please register a complaint by visiting the nearest Police Station.,1577707245147947010,79,2022-10-05,17:08:14,Twitter Web App,0,0
319,@MaladBuzz Malad Traffic Division has been informed for prompt action.,1577704471068831745,70,2022-10-05,16:57:12,Twitter Web App,6,1
320,@biggbozzs We have intimated your concern to Kanjurmarg traffic branch for necessary action.,1577702378136285184,92,2022-10-05,16:48:53,Twitter Web App,0,0
321,@Pranavj40 The Malabar hill traffic division has been alerted about necessary actions.,1577693996767641601,86,2022-10-05,16:15:35,Twitter Web App,0,0
322,@Pranavj40 We request you that if the address you provided is not sufficient send us the full address,1577691191143174145,101,2022-10-05,16:04:26,Twitter Web App,0,0
323,@VoiceForINDIA3 The Malad traffic division has been alerted about necessary actions.,1577684983690407936,84,2022-10-05,15:39:46,Twitter Web App,0,0
324,@ParodyParesh We have escalated your request with Kandivali Traffic Division for necessary action.,1577684318050131968,98,2022-10-05,15:37:08,Twitter Web App,0,0
325,@samirshah6600 We have escalated your request with Pydhunie Traffic Division for necessary action.,1577683927455928320,98,2022-10-05,15:35:34,Twitter Web App,0,0
326,@VoiceForINDIA3 We request you to provide exact location details for further action.,1577676259802259457,84,2022-10-05,15:05:06,Twitter Web App,0,0
327,@Madan_R_Darade We have intimated your concern to Mankhurd traffic branch for necessary action.,1577675430043078656,95,2022-10-05,15:01:48,Twitter Web App,1,0
328,@Feroz_Amir_Khan We have intimated your concern to Oshiwara traffic branch for necessary action.,1577674664477720576,96,2022-10-05,14:58:46,Twitter Web App,2,0
329,@SommerMillenial We have forwarded your concern to @mybmc for necessary action Promptly.,1577671393046470658,88,2022-10-05,14:45:46,Twitter Web App,2,0
330,@NelsonR73324604 We have forwarded your concern to Vakola Traffic Division for necessary action.,1577670720825409537,96,2022-10-05,14:43:06,Twitter Web App,0,0
331,@arz_elch91 We have informed Matunga Traffic Division of the necessary action.,1577669733129691136,78,2022-10-05,14:39:10,Twitter Web App,0,0
332,@arz_elch91 We have informed Matunga Traffic Division of the necessary action.,1577669018349027329,78,2022-10-05,14:36:20,Twitter Web App,0,0
333,@TaslimA72816479 We are sharing your concern with Dindoshi Traffic Division for necessary stringent action.,1577660636258918405,107,2022-10-05,14:03:01,Twitter Web App,0,1
334,@arz_elch91 We request you that if the address you provided is not sufficient send us the full address,1577660524686241798,102,2022-10-05,14:02:35,Twitter Web App,0,0
335,@arz_elch91 We request you that if the address you provided is not sufficient send us the full address,1577660449146908673,102,2022-10-05,14:02:17,Twitter Web App,2,1
336,@TaslimA72816479 We request you that if the address you provided is not sufficient send us the full address,1577656901092798471,107,2022-10-05,13:48:11,Twitter Web App,0,1
337,@caankittotla We request you that if the address you provided is not sufficient send us the full address,1577643396037869568,104,2022-10-05,12:54:31,Twitter Web App,8,1
338,@iTwistRules We request you that if the address you provided is not sufficient send us the full address,1577640082835525632,103,2022-10-05,12:41:21,Twitter Web App,0,0
339,@ameya91 We are sharing your concern with Dahisar Traffic Division for necessary stringent action.,1577635048655753216,98,2022-10-05,12:21:21,Twitter Web App,1,0
340,@renishpatel22 We request you that if the address you provided is not sufficient send us the full address,1577634808175345665,105,2022-10-05,12:20:23,Twitter Web App,0,0
341,@bjymm217 We are sharing your concern with DB Marg Traffic Division for necessary stringent action.,1577633668041842688,99,2022-10-05,12:15:52,Twitter Web App,1,0
342,@SouthMumbai2 We have informed Tardeo Traffic Division of the necessary action.,1577626936687308800,79,2022-10-05,11:49:07,Twitter Web App,7,1
343,@SouthMumbai2 We have informed Tardeo Traffic Division of the necessary action.,1577622241616965632,79,2022-10-05,11:30:27,Twitter Web App,4,1
344,@Prakash04380729 We have informed Dadar Traffic Division of the necessary action.,1577621266671931397,81,2022-10-05,11:26:35,Twitter Web App,0,0
345,@UpalkarAkash We are sharing your concern with Byculla Traffic Division for necessary stringent action.,1577615786633330689,103,2022-10-05,11:04:48,Twitter Web App,0,0
346,@mkshanklesha We have requested @ThaneCityPolice traffic division to look into this as they can help the best in their jurisdiction,1577613188161421312,131,2022-10-05,10:54:29,Twitter Web App,0,0
347,@KanwaljitNagpal We are sharing your concern with Wadala Traffic Division for necessary stringent action.,1577602278994759680,105,2022-10-05,10:11:08,Twitter Web App,1,0
348,@satya200597 We are sharing your concern with Vikhroli Traffic Division for necessary stringent action.,1577593007435526145,103,2022-10-05,09:34:17,Twitter Web App,0,0
349,@BeingVipin99 We request you that if the address you provided is not sufficient send us the full address,1577592241635282944,104,2022-10-05,09:31:15,Twitter Web App,3,0
350,@happysjain We are sharing your concern with Dindoshi Traffic Division for necessary stringent action.,1577591729397432323,102,2022-10-05,09:29:13,Twitter Web App,0,0
351,@asifsha72326030 We have informed  Matunga Traffic Division of the necessary action.,1577590423970643968,84,2022-10-05,09:24:01,Twitter Web App,4,1
352,@Ankurjainbhl We have escalated your request with  Sakinaka  Traffic Division for necessary action.,1577589481607114752,99,2022-10-05,09:20:17,Twitter Web App,0,0
353,@I_wall_e We have forwarded your concern to DN Nagar Traffic Division for necessary action.,1577578329657421824,91,2022-10-05,08:35:58,Twitter Web App,1,0
354,@khanros68134211 We request you to file a grievance on the #Mumtrafficapp for a swift resolution.,1577573375764897792,97,2022-10-05,08:16:17,Twitter Web App,1,0
355,@sudarshan2927 We are sharing your concern with Vikhroli Traffic Division for necessary stringent action.,1577566467251351553,105,2022-10-05,07:48:50,Twitter Web App,0,0
356,@beingcool9761 We have intimated your concern to Powai traffic branch for necessary action.,1577551914971299843,91,2022-10-05,06:51:00,Twitter Web App,0,0
357,@CosmicMold We have shared your concern with @mybmc for necessary action Promptly.,1577551109392306176,82,2022-10-05,06:47:48,Twitter Web App,3,1
358,@singh_sushant We are sharing your concern with Wadala Traffic Division for necessary stringent action.,1577550778159755265,103,2022-10-05,06:46:29,Twitter Web App,0,0
359,@iTwistRules We request you that if the address you provided is not sufficient send us the full address,1577550074842087424,103,2022-10-05,06:43:41,Twitter Web App,2,1
360,@eattrails We are sharing your concern with Worli Traffic Division for necessary stringent action.,1577549795606290433,98,2022-10-05,06:42:35,Twitter Web App,0,0
361,@Prakash04380729 We are sharing your concern with Dadar Traffic Division for necessary stringent action.,1577546265147342849,104,2022-10-05,06:28:33,Twitter Web App,0,0
362,@NelsonR73324604 We request you that if the address you provided is not sufficient send us the full address,1577546119051374593,107,2022-10-05,06:27:58,Twitter Web App,0,0
363,@vishal_locobuzz We are sharing your concern with MIDC Traffic Division for necessary stringent action.,1577545417247854593,103,2022-10-05,06:25:11,Twitter Web App,0,0
364,@edroossarf We are sharing your concern with Santacruz Traffic Division for necessary stringent action.,1577544998333353984,103,2022-10-05,06:23:31,Twitter Web App,0,0
365,@SohamBawaskar We have requested @ThaneCityPolice traffic division to look into this as they can help the best in their jurisdiction,1577544464943681536,132,2022-10-05,06:21:24,Twitter Web App,0,0
366,@singh_sushant We request you that if the address you provided is not sufficient send us the full address,1577543451092357120,105,2022-10-05,06:17:22,Twitter Web App,0,0
367,@vishal_locobuzz We are sharing your concern with sakinaka Traffic Division for necessary stringent action.,1577542367120592896,107,2022-10-05,06:13:04,Twitter Web App,0,0
368,@vishal_locobuzz We request you that if the address you provided is not sufficient send us the full address,1577527669780283392,107,2022-10-05,05:14:40,Twitter Web App,0,0
369,@Deepakkanojia96 We have intimated your concern to Bkc traffic branch for necessary action.,1577523269649207297,91,2022-10-05,04:57:11,Twitter Web App,6,0
370,@Deepakkanojia96 We request you that if the address you provided is not sufficient send us the full address,1577520275176189952,107,2022-10-05,04:45:17,Twitter Web App,0,0
371,@Bhartiy19273132 We have intimated your concern to D.N Nagar traffic branch for necessary action.,1577516966239440901,97,2022-10-05,04:32:08,Twitter Web App,2,0
372,"Signs that will always lead you down the right road.

#FollowTheSigns #HappyDussehra #Dussehra2022 https://t.co/wbhbHyX57c",1577516929623134214,122,2022-10-05,04:31:59,Twitter Web App,53,7
373,@priyankasathe24 @CPMumbaiPolice @MumbaiPolice We have intimated your concern to Dadar traffic branch for necessary action.,1577516418442358789,123,2022-10-05,04:29:57,Twitter Web App,0,0
374,@priyankasathe24 @MumbaiPolice @CPMumbaiPolice We have intimated your concern to Dadar traffic branch for necessary action.,1577515860239220738,123,2022-10-05,04:27:44,Twitter Web App,0,0
375,@akshaygup1 We are sharing your concern with Dadar Traffic Division for necessary stringent action.,1577513097946099712,99,2022-10-05,04:16:45,Twitter Web App,0,0
376,@ashnevgi Borivali Traffic Division has been informed for prompt action.,1577484637412405248,72,2022-10-05,02:23:40,Twitter Web App,0,0
377,@SachinBHILARE6 We have escalated your request with Goregaon Traffic Division for necessary action.,1577459403665833985,99,2022-10-05,00:43:24,Twitter Web App,2,0
378,@SachinBHILARE6 We request you to provide exact location details for further action.,1577443514321096704,84,2022-10-04,23:40:15,Twitter Web App,0,0
379,@murtuzaghadyali We request you to file a grievance on the #Mumtrafficapp for a swift resolution.,1577442851134525440,97,2022-10-04,23:37:37,Twitter Web App,0,0
380,@TahaRaj15 The Oshiwara traffic division has been alerted about necessary actions.,1577418811946721280,82,2022-10-04,22:02:06,Twitter Web App,0,0
381,@SagarKantharia The Santacruz traffic division has been alerted about necessary actions.,1577410144560091137,88,2022-10-04,21:27:39,Twitter Web App,2,0
382,@riteshjaincji We have escalated your request with Matunga Traffic Division for necessary action.,1577397280210300928,97,2022-10-04,20:36:32,Twitter Web App,0,0
383,@KanwaljitNagpal Action taken on above mentioned vehicle  u/s Sec 184 of M.V. Act.,1577381379092156416,82,2022-10-04,19:33:21,Twitter Web App,5,1
384,@Crusader9009 The Santacruz traffic division has been alerted about necessary actions.,1577379121726124032,86,2022-10-04,19:24:23,Twitter Web App,0,0
385,@SagarKa64650818 We request you to provide exact location details for further action.,1577378846030336001,85,2022-10-04,19:23:17,Twitter Web App,0,0
386,@NasirSh86042113 The Goregaon traffic division has been alerted about necessary actions.,1577378278771654656,88,2022-10-04,19:21:02,Twitter Web App,0,0
387,@xpertnitesh The Borivali traffic division has been alerted about necessary actions.,1577377706286944256,84,2022-10-04,19:18:46,Twitter Web App,0,0
